T36SYB_20220130T082059_B02_20m,T36SYB_20220130T082059_B03_20m,T36SYB_20220130T082059_B04_20m,T36SYB_20220130T082059_B05_20m,T36SYB_20220130T082059_B06_20m,T36SYB_20220130T082059_B07_20m,T36SYB_20220130T082059_B11_20m,T36SYB_20220130T082059_B12_20m,T36SYB_20220130T082059_B8A_20m,Yield
0.1242,0.1569,0.131,0.2016,0.3709,0.4199,0.2365,0.1687,0.4193,9.22
0.123,0.1563,0.1276,0.1954,0.3774,0.4199,0.2382,0.1671,0.4236,7.2
0.1254,0.1566,0.1298,0.196,0.3733,0.4218,0.2376,0.1671,0.4245,7.72
0.1232,0.155,0.1254,0.1904,0.3819,0.434,0.2367,0.1665,0.4389,7.28
0.1243,0.156,0.1274,0.1922,0.3839,0.4317,0.2396,0.1687,0.44,7.33
0.1254,0.1562,0.127,0.1961,0.3834,0.4343,0.2397,0.169,0.4417,5.48
0.1225,0.1536,0.126,0.1912,0.3973,0.4598,0.2376,0.1677,0.4577,5.27
0.1355,0.1651,0.1615,0.21,0.3203,0.351,0.233,0.1875,0.3534,5.92
0.1253,0.1596,0.1337,0.2035,0.3592,0.3925,0.2349,0.1692,0.3927,5.8
0.1238,0.1586,0.1363,0.2021,0.3519,0.3926,0.2345,0.1718,0.3918,6.98
0.1263,0.1612,0.1423,0.2047,0.3401,0.3798,0.2343,0.1723,0.3895,4.32
0.1294,0.1625,0.1466,0.2043,0.3434,0.3738,0.2359,0.1717,0.3855,1.44
0.1235,0.1584,0.1347,0.202,0.3546,0.3976,0.2365,0.1671,0.3924,7.31
0.1259,0.1602,0.1333,0.198,0.3743,0.4182,0.2366,0.1699,0.4187,6.88
0.1229,0.1547,0.125,0.1924,0.3863,0.4306,0.2372,0.166,0.4358,6.96
0.1243,0.1553,0.1264,0.1909,0.389,0.4413,0.2373,0.1673,0.4443,7.61
0.1234,0.1565,0.1288,0.195,0.3819,0.4293,0.2399,0.1678,0.4337,7.3
0.1232,0.1553,0.1245,0.194,0.3954,0.451,0.2388,0.1696,0.4534,4.72
0.1425,0.1682,0.1758,0.207,0.295,0.3185,0.2351,0.1877,0.3267,6.31
0.1228,0.1586,0.1311,0.201,0.3697,0.4224,0.2346,0.1728,0.4162,5.76
0.1249,0.1584,0.1343,0.1981,0.3676,0.4033,0.2361,0.1665,0.4083,6.37
0.1256,0.1583,0.1324,0.2024,0.3627,0.4077,0.2349,0.1691,0.4064,4.48
0.1241,0.1582,0.1329,0.2,0.3692,0.4075,0.2348,0.1686,0.4116,6.4
0.1269,0.1602,0.1402,0.2022,0.3477,0.3852,0.2363,0.1723,0.3879,6.35
0.1317,0.164,0.1513,0.2087,0.3276,0.3703,0.2356,0.173,0.3703,5.04
0.1284,0.1595,0.1426,0.203,0.3454,0.3877,0.2344,0.1719,0.3935,7.43
0.1213,0.1537,0.1267,0.1935,0.3798,0.4267,0.2397,0.1684,0.4333,6.91
0.1238,0.1567,0.1295,0.1937,0.3828,0.4334,0.2398,0.169,0.4367,7.82
0.1227,0.1557,0.1281,0.1932,0.3834,0.4332,0.2388,0.1675,0.4363,5.66
0.1459,0.1686,0.1798,0.2091,0.2735,0.303,0.231,0.1886,0.3031,5.73
0.1288,0.1608,0.1415,0.2016,0.3522,0.3793,0.2354,0.178,0.3857,3.98
0.1245,0.158,0.1322,0.2001,0.3717,0.4227,0.2345,0.1659,0.4218,5.7
0.1234,0.1575,0.1305,0.2002,0.3701,0.408,0.2355,0.1667,0.4143,5.33
0.1262,0.158,0.1326,0.2026,0.3702,0.4144,0.2356,0.1678,0.4161,7.12
0.1245,0.1578,0.1292,0.1979,0.3707,0.4132,0.236,0.1691,0.4213,5.75
0.1252,0.1601,0.1361,0.2024,0.3502,0.3906,0.2364,0.1703,0.3939,6.02
0.1276,0.1625,0.1422,0.2092,0.3367,0.3668,0.2355,0.172,0.3688,5.23
0.1315,0.1636,0.1494,0.2058,0.3332,0.3656,0.2352,0.1728,0.3714,7.39
0.1279,0.159,0.1428,0.1995,0.3656,0.4072,0.2419,0.1751,0.4049,6.87
0.1279,0.1581,0.1344,0.1967,0.3677,0.4104,0.2421,0.1741,0.4127,6.67
0.1222,0.1546,0.1267,0.1925,0.3924,0.4478,0.2407,0.1688,0.4521,6.27
0.1356,0.1646,0.1566,0.2041,0.311,0.3469,0.2345,0.1826,0.3474,5.98
0.1245,0.1585,0.1318,0.1994,0.3725,0.4107,0.236,0.17,0.4179,6.14
0.1251,0.1616,0.1346,0.2023,0.3535,0.3946,0.2356,0.1681,0.3956,5.97
0.1226,0.1574,0.1305,0.1969,0.3756,0.4162,0.2363,0.1665,0.4186,7.51
0.122,0.1548,0.1278,0.1967,0.37,0.4136,0.2366,0.1688,0.4153,6.6
0.1278,0.1595,0.1377,0.2026,0.3464,0.3876,0.2363,0.1702,0.3891,6.01
0.1288,0.1609,0.139,0.2023,0.3498,0.3877,0.2372,0.1712,0.3873,7.63
0.1243,0.1561,0.1325,0.1958,0.3632,0.408,0.2384,0.1709,0.4138,7.53
0.1254,0.1588,0.1353,0.1988,0.368,0.4152,0.2427,0.1777,0.4173,6.54
0.1299,0.1594,0.1423,0.1978,0.3507,0.4041,0.2444,0.1778,0.413,4.01
0.1396,0.1667,0.1709,0.2076,0.2995,0.3274,0.2326,0.1881,0.3305,6.02
0.1242,0.156,0.1306,0.1976,0.3616,0.4061,0.2348,0.1707,0.4028,6.15
0.1235,0.1586,0.1315,0.2005,0.374,0.4186,0.2345,0.1691,0.4238,6.16
0.126,0.1593,0.1334,0.198,0.3593,0.3963,0.2358,0.1691,0.4052,6.07
0.1247,0.1566,0.1316,0.2014,0.3666,0.4139,0.2358,0.1674,0.4177,6.59
0.1213,0.1551,0.1277,0.1944,0.3791,0.4272,0.2358,0.1662,0.4323,6.78
0.1222,0.1573,0.1316,0.197,0.3694,0.4118,0.2373,0.1693,0.4134,6.21
0.1271,0.1605,0.1358,0.2017,0.3538,0.3888,0.2372,0.1711,0.3917,6.26
0.1236,0.1583,0.1322,0.1966,0.3674,0.4152,0.2382,0.1694,0.4143,7.37
0.1214,0.1553,0.1275,0.1952,0.3895,0.443,0.2394,0.1683,0.4436,8.05
0.1256,0.1567,0.1303,0.1979,0.3851,0.4367,0.241,0.1733,0.4418,5.88
0.1258,0.1559,0.136,0.1974,0.3681,0.4138,0.2449,0.1778,0.4151,5.3
0.1427,0.1676,0.1764,0.206,0.2814,0.288,0.2294,0.1866,0.3047,4.82
0.1261,0.1592,0.1372,0.2043,0.3477,0.3946,0.233,0.1753,0.3923,5.86
0.1242,0.1577,0.1299,0.1994,0.3812,0.4202,0.2347,0.1665,0.425,5.94
0.122,0.1566,0.1284,0.2,0.3794,0.4277,0.2352,0.1673,0.4253,6.18
0.1233,0.1581,0.1292,0.1953,0.3805,0.4238,0.2362,0.1655,0.4321,6.42
0.1213,0.1548,0.1266,0.1946,0.3831,0.4349,0.2359,0.1662,0.4336,6.03
0.1235,0.1545,0.1278,0.1955,0.3802,0.4283,0.2358,0.167,0.4285,6.41
0.1254,0.1582,0.1329,0.1982,0.3658,0.4047,0.2374,0.1697,0.4085,6.32
0.1252,0.1586,0.1332,0.1967,0.368,0.4077,0.2375,0.1692,0.4115,6.66
0.1224,0.1536,0.1279,0.193,0.3795,0.4325,0.2391,0.168,0.4317,7.22
0.1231,0.1557,0.1255,0.1944,0.389,0.4422,0.2404,0.1692,0.4491,5.8
0.1244,0.1537,0.1297,0.1938,0.3971,0.4513,0.2424,0.1703,0.4536,7.02
0.1448,0.1661,0.1747,0.2048,0.2594,0.2899,0.2238,0.1845,0.2881,4.41
0.1309,0.1622,0.1512,0.2066,0.3214,0.3448,0.2316,0.1805,0.3541,5.5
0.1251,0.1589,0.1343,0.2012,0.3599,0.4058,0.2322,0.1673,0.403,5.39
0.1243,0.1578,0.1315,0.201,0.3715,0.4119,0.2357,0.1676,0.4178,6.1
0.1244,0.1568,0.1296,0.1973,0.3769,0.4272,0.2357,0.1658,0.4238,5.24
0.1211,0.1542,0.1255,0.1916,0.3861,0.4339,0.236,0.1646,0.4342,5.77
0.1228,0.156,0.1263,0.1917,0.3842,0.4282,0.235,0.166,0.4357,6.51
0.1221,0.1559,0.131,0.1962,0.3658,0.4141,0.2365,0.1676,0.4175,6.15
0.1241,0.1577,0.1325,0.1976,0.3643,0.4039,0.2371,0.1684,0.4076,7.07
0.1221,0.1552,0.1278,0.1958,0.3804,0.4292,0.2383,0.1674,0.4321,7.34
0.1233,0.1577,0.1282,0.1955,0.3809,0.4283,0.2403,0.1684,0.4312,7.43
0.1226,0.1548,0.1267,0.1914,0.3896,0.4442,0.2411,0.169,0.4491,4.9
0.1377,0.1655,0.1642,0.204,0.287,0.3135,0.23,0.1832,0.3177,5.28
0.1277,0.1601,0.1386,0.2049,0.3433,0.3787,0.2309,0.1735,0.3832,5.47
0.1259,0.1617,0.1338,0.2013,0.3553,0.3901,0.2328,0.1664,0.3928,5.59
0.1254,0.1588,0.1303,0.1997,0.3695,0.415,0.235,0.1664,0.4171,4.61
0.1238,0.159,0.1298,0.1958,0.3746,0.4181,0.2347,0.1668,0.4198,7.22
0.1226,0.1546,0.1266,0.192,0.382,0.4307,0.2354,0.165,0.4303,6.52
0.126,0.1557,0.1296,0.1954,0.3689,0.4127,0.2357,0.1658,0.422,6.14
0.1262,0.1582,0.1308,0.1961,0.3626,0.4123,0.2365,0.1671,0.412,6.84
0.1223,0.1556,0.1282,0.1957,0.3775,0.4208,0.2371,0.1678,0.425,7.45
0.1222,0.156,0.1282,0.1955,0.3813,0.4294,0.2402,0.1678,0.4334,6.95
0.1234,0.1568,0.1269,0.1943,0.3903,0.4417,0.2399,0.1682,0.4467,7.42
0.1239,0.1546,0.1275,0.1935,0.4008,0.4477,0.242,0.1739,0.4518,6.06
0.1426,0.1657,0.175,0.2048,0.2773,0.3064,0.2289,0.1885,0.3088,5.51
0.1273,0.1607,0.1408,0.2028,0.3276,0.3495,0.2326,0.1755,0.3542,5.52
0.1277,0.1609,0.1381,0.2019,0.3493,0.391,0.2316,0.1686,0.3884,5.39
0.1266,0.1575,0.1339,0.202,0.3575,0.3837,0.2332,0.1685,0.3913,5.65
0.1275,0.1602,0.1367,0.2005,0.3518,0.3983,0.2346,0.1683,0.3998,6.47
0.1226,0.1561,0.127,0.1945,0.3746,0.4201,0.2341,0.167,0.4232,6.93
0.1224,0.1555,0.1292,0.1948,0.3755,0.4232,0.2347,0.1647,0.4281,6.43
0.1226,0.1574,0.132,0.1966,0.3618,0.4043,0.2364,0.1677,0.4103,6.54
0.1211,0.1552,0.1288,0.1932,0.3709,0.4213,0.2365,0.1679,0.4239,7.36
0.1222,0.1535,0.1258,0.1922,0.3844,0.4271,0.2382,0.1674,0.4354,6.55
0.1255,0.1582,0.1314,0.1956,0.3738,0.4234,0.2398,0.1694,0.4271,7.25
0.1217,0.1537,0.1259,0.1925,0.3956,0.4549,0.2403,0.1684,0.4502,4.43
0.1436,0.1638,0.1777,0.2038,0.2648,0.2712,0.2297,0.1901,0.2922,5.37
0.1288,0.1609,0.1462,0.2034,0.3178,0.367,0.2331,0.1795,0.3596,5.7
0.1253,0.1604,0.1376,0.1997,0.353,0.3779,0.2331,0.1686,0.3856,6.04
0.1254,0.1589,0.1328,0.2006,0.3527,0.4003,0.2325,0.1679,0.3989,6.41
0.126,0.1606,0.1378,0.202,0.3507,0.3731,0.2328,0.169,0.3843,5.48
0.127,0.1584,0.1344,0.2025,0.353,0.3944,0.2343,0.1678,0.3957,7.02
0.1233,0.1569,0.1269,0.1982,0.3729,0.4186,0.2341,0.1663,0.4205,6.12
0.1249,0.156,0.1288,0.1964,0.3714,0.4236,0.2353,0.1649,0.4236,6.31
0.1226,0.1555,0.1294,0.1932,0.3764,0.4137,0.2364,0.1675,0.4269,7.24
0.1244,0.1555,0.1254,0.1931,0.3839,0.4334,0.2374,0.1684,0.4344,7.53
0.1223,0.1557,0.1287,0.1925,0.3796,0.4211,0.2384,0.1686,0.4255,6.64
0.1253,0.1572,0.1281,0.1946,0.3837,0.4384,0.2379,0.1687,0.4382,4.97
0.1454,0.164,0.176,0.2052,0.2593,0.2877,0.2296,0.19,0.2834,6.17
0.1375,0.1654,0.1613,0.2069,0.3083,0.3243,0.2363,0.1882,0.3403,7.07
0.1247,0.1561,0.1292,0.1959,0.3564,0.4101,0.2338,0.1694,0.4068,5.68
0.1236,0.1582,0.1322,0.1981,0.3721,0.4035,0.2339,0.1688,0.4138,7.11
0.1255,0.1568,0.131,0.199,0.3604,0.4066,0.2333,0.1681,0.4043,5.52
0.1268,0.1578,0.1352,0.2003,0.3577,0.3852,0.2342,0.1693,0.3963,6.48
0.1237,0.1567,0.1296,0.2,0.3665,0.4098,0.2345,0.167,0.4105,5.81
0.1248,0.1596,0.1324,0.1997,0.3681,0.4095,0.235,0.1666,0.4145,5.95
0.1241,0.1553,0.1296,0.1973,0.369,0.4151,0.2357,0.1662,0.4191,7.03
0.1211,0.154,0.1265,0.1918,0.3847,0.4319,0.2364,0.1675,0.4362,7.8
0.1219,0.1557,0.1275,0.1954,0.3807,0.427,0.2386,0.1691,0.4261,6.41
0.1225,0.1557,0.1289,0.1926,0.383,0.4249,0.2378,0.1676,0.4325,4.58
0.1227,0.1547,0.1275,0.194,0.3863,0.4427,0.239,0.172,0.4389,5.72
0.1438,0.1668,0.1757,0.2064,0.2807,0.3138,0.2377,0.1897,0.3131,6.67
0.1249,0.1553,0.1317,0.1992,0.3672,0.4009,0.2369,0.1774,0.4081,6.54
0.1246,0.1567,0.1315,0.1938,0.3626,0.4159,0.2363,0.1674,0.4088,7.22
0.1234,0.1564,0.1285,0.1957,0.3777,0.4187,0.2358,0.1685,0.4246,5.72
0.1254,0.1576,0.132,0.1957,0.3659,0.4093,0.237,0.1665,0.4111,6.66
0.1245,0.1569,0.1311,0.1968,0.3689,0.4074,0.2345,0.1671,0.4129,6.21
0.1274,0.1584,0.1327,0.1992,0.3658,0.4047,0.2346,0.1681,0.41,5.84
0.1264,0.1579,0.1321,0.1979,0.3657,0.4043,0.2353,0.1678,0.409,6
0.123,0.1532,0.1277,0.1933,0.3784,0.4242,0.2352,0.1673,0.4221,7.9
0.1234,0.1555,0.1308,0.1969,0.3694,0.4176,0.2368,0.1701,0.4212,5.84
0.1268,0.1605,0.138,0.1992,0.3513,0.3912,0.2388,0.1716,0.3959,5.48
0.1226,0.1539,0.1253,0.1927,0.394,0.4429,0.2373,0.1701,0.4461,3.92
0.1295,0.1582,0.1418,0.2003,0.3357,0.3721,0.2402,0.1791,0.3765,7.08
0.1226,0.1543,0.1269,0.1904,0.3874,0.4311,0.2366,0.1685,0.4326,7.04
0.1228,0.1552,0.1287,0.1919,0.369,0.4151,0.2377,0.1677,0.4186,7.72
0.125,0.1568,0.1337,0.1982,0.3703,0.4113,0.2372,0.1687,0.4189,6.46
0.1238,0.1559,0.1308,0.1967,0.3657,0.4052,0.2354,0.1666,0.4119,7.09
0.1247,0.1573,0.1314,0.1966,0.3658,0.4078,0.2342,0.1673,0.4126,6.15
0.1244,0.1602,0.1333,0.2001,0.3596,0.3959,0.2347,0.169,0.4023,5.56
0.1254,0.1579,0.1327,0.1963,0.3654,0.4139,0.2352,0.1672,0.4121,7.08
0.1239,0.1542,0.1285,0.193,0.3783,0.4143,0.2365,0.1673,0.4177,7.53
0.1279,0.1606,0.1411,0.2039,0.3442,0.3719,0.2371,0.1735,0.3846,5.31
0.1286,0.1611,0.1403,0.2011,0.34,0.3831,0.2371,0.1716,0.3818,4.05
0.136,0.1641,0.1556,0.2059,0.3158,0.359,0.2385,0.1886,0.3605,6.53
0.1225,0.153,0.127,0.1932,0.3789,0.4173,0.2377,0.1692,0.4241,6.99
0.1236,0.1543,0.1274,0.1916,0.3843,0.4313,0.2382,0.1673,0.4361,7.31
0.1229,0.1549,0.1282,0.1923,0.3763,0.4227,0.2392,0.1678,0.4206,7.24
0.1257,0.1569,0.1312,0.1972,0.3634,0.4151,0.2369,0.1684,0.4149,7.42
0.1244,0.1573,0.1299,0.1968,0.3666,0.4046,0.2352,0.1675,0.4115,4.48
0.1289,0.1588,0.1344,0.1989,0.3564,0.3959,0.2346,0.1684,0.3984,5.59
0.1271,0.1598,0.136,0.2009,0.3549,0.3869,0.2347,0.1685,0.394,5.99
0.1237,0.1553,0.1293,0.1948,0.3635,0.4152,0.2357,0.1669,0.4146,7.54
0.1274,0.1564,0.1345,0.1971,0.3584,0.3916,0.2373,0.1719,0.3957,5.65
0.1294,0.1618,0.1418,0.2057,0.3407,0.3686,0.2361,0.1743,0.376,3.86
0.1417,0.1668,0.1707,0.2039,0.3074,0.3211,0.2411,0.1924,0.3384,7.04
0.1227,0.1541,0.1273,0.1952,0.3662,0.4237,0.2377,0.1718,0.4184,7.44
0.125,0.1533,0.127,0.1913,0.3855,0.4284,0.2359,0.1676,0.4323,7.43
0.1241,0.1533,0.1272,0.1908,0.3805,0.4355,0.2393,0.1675,0.4351,4.1
0.1245,0.1552,0.1316,0.1927,0.3753,0.4181,0.2383,0.1677,0.4261,7.9
0.123,0.1553,0.1308,0.1948,0.3653,0.4139,0.2348,0.1678,0.4146,6.73
0.1256,0.1564,0.1339,0.1951,0.3591,0.396,0.2353,0.1687,0.401,6.57
0.1276,0.1601,0.1354,0.1993,0.3472,0.3827,0.2353,0.1694,0.3856,4.7
0.126,0.1588,0.1351,0.1988,0.3581,0.3992,0.2347,0.168,0.401,7.16
0.1247,0.155,0.1293,0.1951,0.3654,0.4127,0.2365,0.1688,0.414,7.3
0.1275,0.1591,0.1367,0.198,0.3475,0.3764,0.2363,0.1728,0.384,5.3
0.1268,0.1601,0.1355,0.2024,0.3497,0.3926,0.236,0.1746,0.3934,1.88
0.1471,0.17,0.1797,0.2061,0.2751,0.3036,0.2425,0.1957,0.3068,5.94
0.1251,0.1568,0.1339,0.1982,0.359,0.3969,0.242,0.1833,0.4061,6.84
0.1229,0.1539,0.1257,0.1894,0.3841,0.4461,0.2377,0.1655,0.4405,7.86
0.1233,0.1531,0.1255,0.1905,0.3864,0.4391,0.2362,0.1672,0.4416,8.29
0.1223,0.154,0.1295,0.191,0.3784,0.4319,0.2391,0.1673,0.4389,7.48
0.1228,0.1539,0.1292,0.1933,0.3752,0.4218,0.2364,0.167,0.4261,7.4
0.1243,0.156,0.1313,0.1949,0.3617,0.4065,0.2351,0.1671,0.41,6.84
0.126,0.1583,0.1355,0.1976,0.3505,0.3874,0.2346,0.1699,0.3909,6.2
0.1272,0.1581,0.1367,0.1975,0.3539,0.3888,0.2346,0.1683,0.3943,6.92
0.1257,0.156,0.1295,0.1956,0.3705,0.4121,0.2354,0.1673,0.4167,6.77
0.1238,0.1577,0.1338,0.1976,0.3562,0.3945,0.2365,0.169,0.4014,6.14
0.1252,0.1585,0.1346,0.1981,0.3599,0.389,0.2353,0.1711,0.4004,4.26
0.1349,0.1604,0.1506,0.1992,0.331,0.362,0.2467,0.1883,0.3669,6.73
0.1232,0.1541,0.1264,0.1921,0.3823,0.4354,0.2399,0.1713,0.4392,7.66
0.1232,0.1529,0.1245,0.1921,0.3887,0.4406,0.2386,0.1658,0.442,7.89
0.1237,0.1535,0.1259,0.1908,0.3924,0.4447,0.2374,0.1664,0.4469,6.65
0.1219,0.1537,0.128,0.19,0.3847,0.4275,0.2382,0.1674,0.4351,8.21
0.1236,0.1534,0.1279,0.19,0.3756,0.4239,0.2347,0.1662,0.4274,7.11
0.1241,0.1567,0.1304,0.1927,0.3666,0.4022,0.235,0.1673,0.4105,6.3
0.1261,0.1573,0.1337,0.1979,0.352,0.3976,0.2344,0.1687,0.4005,6.55
0.1222,0.155,0.1284,0.1942,0.3734,0.4126,0.2343,0.1668,0.4215,7.49
0.1244,0.1561,0.1308,0.1954,0.3687,0.4149,0.2363,0.1684,0.4173,5.55
0.1256,0.1565,0.1335,0.1975,0.356,0.4013,0.236,0.1695,0.4039,4.21
0.1433,0.1664,0.1682,0.2024,0.2982,0.3421,0.2437,0.1954,0.3449,7.58
0.1222,0.1524,0.1256,0.1907,0.3813,0.4216,0.2396,0.1726,0.4246,5.11
0.1232,0.1533,0.1266,0.1925,0.3807,0.4387,0.238,0.1677,0.4369,7.3
0.1229,0.1539,0.1261,0.191,0.3874,0.4416,0.2385,0.1665,0.4495,6.64
0.1222,0.1541,0.1256,0.1917,0.3858,0.4344,0.2378,0.1664,0.4394,8.27
0.1231,0.1554,0.1303,0.1909,0.3742,0.4244,0.2364,0.1666,0.4243,7.24
0.1226,0.1563,0.1301,0.1934,0.3659,0.4003,0.2363,0.1673,0.4054,5.88
0.1236,0.156,0.132,0.1943,0.3625,0.4103,0.2337,0.1658,0.4151,7.57
0.1236,0.1555,0.1279,0.1924,0.3794,0.4194,0.2338,0.1663,0.4319,6.56
0.1245,0.1562,0.1308,0.1959,0.3699,0.4094,0.236,0.1679,0.4154,5.77
0.1476,0.1685,0.1804,0.2103,0.2868,0.2998,0.2433,0.2008,0.3161,6.28
0.1245,0.1558,0.1325,0.1933,0.3503,0.4188,0.2437,0.1796,0.4091,6.88
0.1207,0.1528,0.1246,0.1885,0.3885,0.4338,0.2382,0.167,0.4401,7.01
0.1203,0.153,0.1259,0.1891,0.3753,0.4283,0.2371,0.1683,0.4295,7.83
0.1217,0.1545,0.1266,0.1906,0.3871,0.4356,0.2381,0.1672,0.4389,7.32
0.1218,0.1535,0.1267,0.1898,0.3882,0.442,0.2383,0.1674,0.4472,7.83
0.1227,0.1518,0.125,0.1904,0.3863,0.4381,0.2364,0.1649,0.4371,7.49
0.1221,0.1544,0.1281,0.193,0.3712,0.4191,0.235,0.1662,0.4182,5.95
0.1254,0.154,0.13,0.1941,0.3703,0.4107,0.235,0.1658,0.4135,7.45
0.1227,0.1529,0.1248,0.192,0.3791,0.4238,0.2337,0.164,0.4238,7.31
0.1231,0.1565,0.129,0.1954,0.3726,0.4147,0.2343,0.1672,0.4199,5.84
0.1222,0.1559,0.1276,0.1949,0.3753,0.4236,0.2357,0.1673,0.4242,4.45
0.1305,0.1585,0.1452,0.2017,0.348,0.3832,0.2431,0.1923,0.3932,6.5
0.1229,0.1524,0.1243,0.1878,0.3871,0.4557,0.239,0.1674,0.4439,7.58
0.1216,0.153,0.1243,0.1885,0.3819,0.4276,0.2389,0.1676,0.4353,7.92
0.1238,0.152,0.1255,0.1866,0.3775,0.4233,0.2376,0.1667,0.4276,6.82
0.1222,0.1554,0.1266,0.1908,0.3843,0.4394,0.2383,0.1672,0.4368,7.7
0.1226,0.1551,0.1265,0.191,0.389,0.437,0.2375,0.1676,0.4415,6.94
0.1204,0.1544,0.1233,0.19,0.3886,0.4395,0.2367,0.1642,0.4396,6.88
0.1228,0.1551,0.1267,0.1929,0.3757,0.4144,0.2351,0.1663,0.4249,6.81
0.1205,0.1544,0.1247,0.1923,0.3804,0.4337,0.2349,0.1658,0.4359,7.08
0.1227,0.1546,0.1279,0.1944,0.3763,0.4226,0.2346,0.1664,0.4263,5.56
0.1244,0.1572,0.129,0.1974,0.3739,0.411,0.2342,0.1681,0.4216,4.51
0.1368,0.1603,0.1606,0.1979,0.3163,0.3412,0.2464,0.1914,0.352,7.31
0.1189,0.1518,0.1243,0.1899,0.3892,0.4527,0.24,0.1721,0.4523,6.77
0.1186,0.1523,0.1238,0.1881,0.3888,0.4478,0.2407,0.1663,0.446,7.63
0.1216,0.1527,0.1245,0.1893,0.3865,0.4388,0.2389,0.1683,0.4436,8.09
0.1217,0.1538,0.1258,0.1903,0.3856,0.4395,0.2401,0.1668,0.4431,7.2
0.1234,0.1566,0.1274,0.1918,0.3873,0.4436,0.2417,0.1677,0.4472,7.86
0.1222,0.155,0.126,0.1907,0.3872,0.4404,0.2394,0.1663,0.4436,7.43
0.1211,0.1556,0.1271,0.1939,0.3811,0.4339,0.2372,0.1649,0.4366,7.04
0.1231,0.1565,0.1268,0.1936,0.3858,0.4259,0.2363,0.1656,0.4338,7.39
0.1216,0.1531,0.1247,0.1917,0.385,0.4396,0.237,0.1664,0.4431,7.04
0.1235,0.1583,0.1321,0.196,0.3658,0.4114,0.236,0.1682,0.4194,4.42
0.1236,0.1556,0.1324,0.1997,0.3747,0.4037,0.2363,0.1714,0.413,4.71
0.1535,0.1705,0.1892,0.2097,0.2615,0.2904,0.2478,0.205,0.3025,6.89
0.1313,0.1587,0.1451,0.1996,0.3547,0.3895,0.2471,0.1859,0.3935,7.5
0.1213,0.1529,0.1246,0.1895,0.3979,0.46,0.2405,0.1696,0.4597,7.28
0.1217,0.1539,0.1249,0.1874,0.3977,0.4577,0.2398,0.1664,0.4597,7.96
0.121,0.1524,0.1229,0.1868,0.3969,0.455,0.2385,0.1674,0.4615,6.95
0.1219,0.1521,0.1248,0.1895,0.3924,0.4533,0.2403,0.1683,0.4556,7.81
0.1212,0.1532,0.124,0.1916,0.3981,0.4601,0.2389,0.166,0.4561,7.78
0.1211,0.1551,0.1239,0.1907,0.3886,0.4409,0.2383,0.1652,0.4429,7.34
0.1217,0.1522,0.1277,0.1919,0.3785,0.4312,0.237,0.165,0.4358,7.46
0.1203,0.1535,0.1245,0.1903,0.392,0.4459,0.2363,0.1654,0.4475,7.83
0.1238,0.1547,0.1249,0.1929,0.3831,0.4318,0.2368,0.1674,0.4372,4.64
0.1218,0.1573,0.1317,0.1982,0.3675,0.4129,0.2363,0.1691,0.4078,5.4
0.1438,0.1657,0.1754,0.2068,0.2777,0.2795,0.2343,0.1936,0.3065,5.83
0.1284,0.1565,0.1409,0.1966,0.331,0.3942,0.2442,0.1883,0.3881,6.87
0.1303,0.1589,0.145,0.1971,0.3634,0.4149,0.2462,0.1865,0.4217,7.22
0.1364,0.1626,0.1531,0.2019,0.3465,0.3927,0.2492,0.1854,0.4079,7.44
0.1224,0.155,0.1287,0.194,0.3766,0.4326,0.2428,0.1713,0.4346,9.53
0.1207,0.1498,0.1222,0.1883,0.4029,0.4562,0.239,0.1657,0.4612,6.67
0.1205,0.1527,0.1233,0.1882,0.4008,0.4557,0.2389,0.1658,0.4609,7.04
0.1211,0.1515,0.1226,0.1884,0.3936,0.4518,0.2371,0.1649,0.4526,8.17
0.1222,0.1536,0.125,0.1921,0.3879,0.4398,0.2372,0.1656,0.4437,8.45
0.1212,0.1518,0.1237,0.1896,0.3914,0.4466,0.2365,0.1632,0.4497,8.48
0.1203,0.1524,0.1242,0.1892,0.3909,0.4486,0.2363,0.1651,0.4489,7.26
0.1222,0.1571,0.128,0.194,0.3772,0.4294,0.236,0.1677,0.4329,4.91
0.1431,0.1635,0.1711,0.2002,0.2669,0.2893,0.2304,0.1866,0.2958,5.49
0.1348,0.1627,0.159,0.2058,0.3182,0.3393,0.2375,0.1852,0.356,5.71
0.1202,0.153,0.1241,0.1882,0.3883,0.4462,0.2388,0.1671,0.4421,6.44
0.1182,0.1523,0.1223,0.1892,0.3997,0.4487,0.2413,0.1712,0.453,7.77
0.125,0.1579,0.1359,0.1967,0.3736,0.4198,0.2484,0.1819,0.4205,3.66
0.1366,0.1616,0.1569,0.1966,0.3496,0.403,0.2488,0.1856,0.4016,4.47
0.126,0.1559,0.136,0.1929,0.3635,0.4204,0.2442,0.1771,0.4291,6.8
0.122,0.1527,0.1239,0.1886,0.3877,0.452,0.2397,0.1683,0.4529,7.81
0.1227,0.1537,0.1254,0.1898,0.3909,0.447,0.2386,0.1658,0.446,7.61
0.1199,0.1526,0.1237,0.1909,0.3957,0.4558,0.238,0.1648,0.4569,7.81
0.121,0.1506,0.1219,0.1904,0.4007,0.4578,0.2373,0.1645,0.4605,7.33
0.1213,0.153,0.1249,0.1898,0.3925,0.4443,0.237,0.1666,0.4465,4.54
0.1438,0.1648,0.1729,0.2064,0.2956,0.3125,0.2375,0.1898,0.3213,5.35
