customer_id,recency_days,number_of_orders,revenue,most_recent_visit
9866,212,11,1044,03/06/2020
19603,327,7,527,08/02/2020
17344,364,17,1514,02/01/2020
23797,184,5,463,01/07/2020
36012,64,8,572,29/10/2020
32606,462,6,534,26/09/2019
29046,16,7,936,16/12/2020
3543,335,13,1049,31/01/2020
34487,505,9,806,14/08/2019
8849,210,12,1165,05/06/2020
15356,246,9,920,30/04/2020
29207,272,10,861,04/04/2020
38954,111,9,785,12/09/2020
3727,95,11,1043,28/09/2020
37604,209,7,644,06/06/2020
27400,201,15,1484,14/06/2020
35092,148,13,1342,06/08/2020
5420,234,15,1046,12/05/2020
3645,123,5,458,31/08/2020
12164,248,8,785,28/04/2020
20053,144,7,631,10/08/2020
23431,3,11,829,29/12/2020
24450,234,9,774,12/05/2020
35940,137,9,939,17/08/2020
23927,468,8,670,20/09/2019
1503,148,15,1593,06/08/2020
8825,53,8,564,09/11/2020
20321,374,10,719,23/12/2019
1586,138,9,805,16/08/2020
18299,165,17,1813,20/07/2020
2361,148,12,1061,06/08/2020
25939,94,11,756,29/09/2020
26169,62,12,952,31/10/2020
12646,125,11,974,29/08/2020
6077,53,7,1053,09/11/2020
35782,41,10,1340,21/11/2020
2602,338,2,82,28/01/2020
27978,54,10,920,08/11/2020
7304,14,13,1604,18/12/2020
21828,152,9,672,02/08/2020
6493,163,9,1108,22/07/2020
18792,355,13,1322,11/01/2020
853,36,12,1149,26/11/2020
9013,114,20,2309,09/09/2020
2411,408,13,1299,19/11/2019
24441,49,11,1241,13/11/2020
1362,68,12,1332,25/10/2020
34895,141,10,801,13/08/2020
24281,69,14,1189,24/10/2020
17693,187,5,561,28/06/2020
25777,274,8,481,02/04/2020
33572,156,10,739,29/07/2020
2449,122,14,1021,01/09/2020
33084,178,4,384,07/07/2020
16247,52,12,1144,10/11/2020
20391,104,10,842,19/09/2020
27486,125,13,916,29/08/2020
792,187,3,296,28/06/2020
17435,161,10,674,24/07/2020
15424,220,7,679,26/05/2020
24665,79,13,1140,14/10/2020
27728,432,8,766,26/10/2019
2216,209,5,557,06/06/2020
7095,110,10,916,13/09/2020
26064,226,7,621,20/05/2020
19500,306,7,327,01/03/2020
16506,507,5,468,12/08/2019
10433,528,7,842,22/07/2019
30899,35,6,612,27/11/2020
25570,155,14,1150,30/07/2020
14993,191,11,1374,24/06/2020
15706,64,9,1040,29/10/2020
9412,135,10,720,19/08/2020
31103,37,13,936,25/11/2020
36297,204,6,716,11/06/2020
26157,419,8,607,08/11/2019
32517,187,7,415,28/06/2020
1361,51,11,1003,11/11/2020
25066,159,15,1717,26/07/2020
17448,125,5,693,29/08/2020
22219,291,10,960,16/03/2020
39065,81,15,1495,12/10/2020
28575,32,12,1100,30/11/2020
1337,25,13,786,07/12/2020
32754,21,10,937,11/12/2020
8993,216,7,610,30/05/2020
11434,153,9,817,01/08/2020
15377,209,11,917,06/06/2020
33893,455,10,1149,03/10/2019
18030,264,9,962,12/04/2020
17453,460,7,701,28/09/2019
23018,132,10,971,22/08/2020
1279,440,5,287,18/10/2019
1214,374,14,1487,23/12/2019
22011,278,9,1082,29/03/2020
39321,366,7,547,31/12/2019
326,91,4,433,02/10/2020
23661,161,11,840,24/07/2020
30596,57,7,770,05/11/2020
16797,77,10,1010,16/10/2020
25594,117,8,638,06/09/2020
374,268,11,1194,08/04/2020
39230,543,6,510,07/07/2019
35108,19,15,1545,13/12/2020
174,69,10,937,24/10/2020
17237,186,8,488,29/06/2020
16084,579,5,363,01/06/2019
7491,135,13,993,19/08/2020
27471,377,18,1887,20/12/2019
9207,118,10,1353,05/09/2020
18528,50,13,1211,12/11/2020
38298,167,14,1398,18/07/2020
19587,139,14,1207,15/08/2020
28989,166,12,1246,19/07/2020
29479,57,8,670,05/11/2020
18664,469,8,653,19/09/2019
1090,224,4,384,22/05/2020
5593,128,12,1027,26/08/2020
23690,189,8,778,26/06/2020
27899,16,7,793,16/12/2020
15664,503,6,558,16/08/2019
8765,159,9,933,26/07/2020
3983,63,9,848,30/10/2020
15791,69,16,1428,24/10/2020
31044,32,9,1311,30/11/2020
7198,136,9,878,18/08/2020
28277,136,11,813,18/08/2020
37357,16,11,1106,16/12/2020
30978,189,10,1095,26/06/2020
23259,339,9,841,27/01/2020
35337,175,16,1318,10/07/2020
13004,79,12,798,14/10/2020
14611,132,16,1324,22/08/2020
8078,100,8,778,23/09/2020
13111,189,12,1418,26/06/2020
6926,439,3,279,19/10/2019
24676,17,10,946,15/12/2020
31468,299,8,821,08/03/2020
32239,406,11,1045,21/11/2019
2209,289,11,1054,18/03/2020
10979,107,11,1413,16/09/2020
11747,138,11,1425,16/08/2020
15569,105,10,759,18/09/2020
5230,265,8,477,11/04/2020
8143,24,15,1506,08/12/2020
35493,157,11,1153,28/07/2020
3486,59,15,1013,03/11/2020
5984,229,10,935,17/05/2020
28385,152,13,1315,02/08/2020
14855,172,7,602,13/07/2020
17113,288,6,444,19/03/2020
1114,157,9,1041,28/07/2020
4618,489,7,852,30/08/2019
7014,219,15,1453,27/05/2020
38050,115,8,527,08/09/2020
34618,152,9,936,02/08/2020
8416,124,10,1034,30/08/2020
29938,157,15,1415,28/07/2020
19149,6,7,575,26/12/2020
17979,171,4,500,14/07/2020
13722,149,8,664,05/08/2020
34183,392,6,437,05/12/2019
1492,210,10,1315,05/06/2020
32218,203,13,1200,12/06/2020
22599,543,7,515,07/07/2019
7475,151,10,729,03/08/2020
2674,200,4,292,15/06/2020
15245,159,12,1375,26/07/2020
33202,194,16,1589,21/06/2020
15052,147,8,885,07/08/2020
3413,283,8,849,24/03/2020
7005,468,6,434,20/09/2019
35377,270,9,823,06/04/2020
23036,107,9,934,16/09/2020
29174,7,10,796,25/12/2020
781,552,6,623,28/06/2019
4543,73,13,1344,20/10/2020
5090,124,11,739,30/08/2020
4580,101,11,879,22/09/2020
6332,195,8,953,20/06/2020
13986,172,13,1418,13/07/2020
1461,152,7,599,02/08/2020
10569,359,8,320,07/01/2020
13438,38,6,626,24/11/2020
5164,133,13,1403,21/08/2020
30361,158,9,768,27/07/2020
8138,63,10,942,30/10/2020
39866,513,10,975,06/08/2019
23672,326,11,1284,09/02/2020
24041,162,10,747,23/07/2020
15017,74,12,1481,19/10/2020
38073,197,7,488,18/06/2020
13403,58,6,538,04/11/2020
38786,157,9,682,28/07/2020
2621,134,8,825,20/08/2020
29826,22,14,1512,10/12/2020
30208,243,4,528,03/05/2020
17601,63,9,1118,30/10/2020
10400,79,12,851,14/10/2020
28709,457,11,1015,01/10/2019
28074,159,9,749,26/07/2020
8288,145,17,1847,09/08/2020
6868,17,9,690,15/12/2020
2410,46,12,1255,16/11/2020
32240,18,7,463,14/12/2020
2402,189,9,715,26/06/2020
32812,137,8,667,17/08/2020
1764,167,15,2000,18/07/2020
38671,214,8,960,01/06/2020
17640,434,5,581,24/10/2019
32250,135,11,845,19/08/2020
35166,506,10,959,13/08/2019
36825,112,11,770,11/09/2020
9443,526,8,884,24/07/2019
38453,20,14,1260,12/12/2020
16535,177,17,1904,08/07/2020
799,35,12,1085,27/11/2020
36792,203,7,532,12/06/2020
7018,219,8,740,27/05/2020
20628,105,15,1384,18/09/2020
1175,147,9,1014,07/08/2020
37630,216,7,618,30/05/2020
6181,218,10,926,28/05/2020
9644,74,11,1102,19/10/2020
20953,62,10,1147,31/10/2020
37924,59,11,1301,03/11/2020
15203,186,12,1178,29/06/2020
8044,342,11,1006,24/01/2020
4213,119,8,697,04/09/2020
39507,298,7,808,09/03/2020
6587,129,11,1327,25/08/2020
25565,371,7,460,26/12/2019
6832,38,12,1264,24/11/2020
23688,147,12,1135,07/08/2020
16245,90,13,1066,03/10/2020
39504,56,18,1495,06/11/2020
39527,359,10,559,07/01/2020
6179,223,4,370,23/05/2020
19393,170,8,755,15/07/2020
29957,197,12,1078,18/06/2020
15095,125,11,1099,29/08/2020
17743,95,15,1499,28/09/2020
4996,54,9,950,08/11/2020
18770,163,13,944,22/07/2020
39161,216,16,1460,30/05/2020
1537,107,10,1017,16/09/2020
3117,127,10,1004,27/08/2020
19489,440,8,655,18/10/2019
26111,140,11,946,14/08/2020
6879,102,12,1312,21/09/2020
34987,93,10,653,30/09/2020
21628,306,7,734,01/03/2020
14056,8,14,1043,24/12/2020
19610,443,7,851,15/10/2019
23756,40,17,1243,22/11/2020
24877,389,9,948,08/12/2019
4124,276,5,551,31/03/2020
30435,28,12,1267,04/12/2020
6683,141,14,1530,13/08/2020
29895,230,7,419,16/05/2020
9408,211,10,1099,04/06/2020
29358,62,13,1370,31/10/2020
5365,58,9,947,04/11/2020
16668,81,10,1047,12/10/2020
32190,48,8,1008,14/11/2020
31908,253,7,625,23/04/2020
5344,44,13,1086,18/11/2020
36632,219,7,856,27/05/2020
14375,167,8,814,18/07/2020
35283,78,10,674,15/10/2020
3913,246,13,1567,30/04/2020
6873,174,14,1124,11/07/2020
19197,42,10,878,20/11/2020
26136,196,14,1229,19/06/2020
32568,102,7,591,21/09/2020
33530,36,10,1069,26/11/2020
22143,420,11,1234,07/11/2019
14971,160,9,782,25/07/2020
10028,549,6,646,01/07/2019
25657,171,12,1103,14/07/2020
26161,162,8,805,23/07/2020
20229,450,6,512,08/10/2019
13607,152,12,1157,02/08/2020
3790,129,9,595,25/08/2020
25915,393,9,977,04/12/2019
21515,15,10,652,17/12/2020
14189,399,7,852,28/11/2019
10040,399,7,583,28/11/2019
8355,41,14,980,21/11/2020
35422,9,6,397,23/12/2020
32484,236,13,1079,10/05/2020
7849,35,9,702,27/11/2020
2182,184,7,755,01/07/2020
17051,38,14,1306,24/11/2020
19289,184,11,933,01/07/2020
10474,108,13,1327,15/09/2020
12162,174,15,1289,11/07/2020
1319,37,12,1143,25/11/2020
2717,77,10,1059,16/10/2020
18110,103,9,651,20/09/2020
25382,44,11,1251,18/11/2020
27934,224,8,809,22/05/2020
18211,160,7,491,25/07/2020
1941,132,8,775,22/08/2020
24830,103,9,894,20/09/2020
30540,136,8,991,18/08/2020
5356,133,3,321,21/08/2020
22109,162,5,395,23/07/2020
18367,47,10,877,15/11/2020
9411,123,9,892,31/08/2020
4959,169,2,161,16/07/2020
38910,486,8,659,02/09/2019
39372,107,12,1075,16/09/2020
6803,124,10,1299,30/08/2020
31426,227,9,896,19/05/2020
33211,513,6,543,06/08/2019
1060,520,8,766,30/07/2019
16580,233,13,1328,13/05/2020
12355,151,6,559,03/08/2020
8409,84,11,1087,09/10/2020
33005,270,7,953,06/04/2020
32747,69,12,1104,24/10/2020
209,61,16,1495,01/11/2020
34414,257,8,886,19/04/2020
14743,65,8,884,28/10/2020
18022,124,8,608,30/08/2020
20839,179,23,2239,06/07/2020
35278,76,16,1494,17/10/2020
7919,19,8,737,13/12/2020
31414,161,13,1207,24/07/2020
37323,271,9,755,05/04/2020
27647,94,11,1104,29/09/2020
27515,198,12,885,17/06/2020
36698,47,10,658,15/11/2020
3166,13,9,653,19/12/2020
39460,191,14,1468,24/06/2020
9496,107,9,696,16/09/2020
34052,106,16,1596,17/09/2020
13562,275,10,790,01/04/2020
12860,202,10,1051,13/06/2020
32987,113,15,1607,10/09/2020
26197,359,5,598,07/01/2020
13715,6,4,404,26/12/2020
10862,101,9,756,22/09/2020
11840,261,8,498,15/04/2020
36189,49,9,1404,13/11/2020
616,174,10,792,11/07/2020
34964,200,7,723,15/06/2020
27875,407,7,785,20/11/2019
22936,235,8,786,11/05/2020
32256,168,11,1112,17/07/2020
4542,9,13,1465,23/12/2020
27919,96,9,527,27/09/2020
13717,20,6,724,12/12/2020
21752,117,7,713,06/09/2020
24716,10,12,1081,22/12/2020
21869,126,15,1121,28/08/2020
4938,187,5,464,28/06/2020
8474,30,10,829,02/12/2020
25178,62,13,1418,31/10/2020
3575,232,15,1198,14/05/2020
13280,172,8,1034,13/07/2020
29706,184,15,1413,01/07/2020
32223,143,9,539,11/08/2020
33926,352,12,1339,14/01/2020
1679,111,12,1035,12/09/2020
25058,243,4,248,03/05/2020
605,121,9,956,02/09/2020
9190,105,13,1344,18/09/2020
36623,70,11,1016,23/10/2020
6877,163,8,934,22/07/2020
33396,200,11,1092,15/06/2020
36060,260,10,922,16/04/2020
14800,111,14,1242,12/09/2020
15986,93,11,810,30/09/2020
28502,131,7,482,23/08/2020
1880,188,11,1081,27/06/2020
18286,184,10,1039,01/07/2020
18053,221,13,1098,25/05/2020
28441,67,11,1031,26/10/2020
33853,111,9,1030,12/09/2020
16225,99,13,1211,24/09/2020
19095,59,5,319,03/11/2020
21594,128,10,1086,26/08/2020
22589,297,12,1169,10/03/2020
8803,189,14,1351,26/06/2020
9603,302,9,880,05/03/2020
33345,127,8,777,27/08/2020
36194,179,7,846,06/07/2020
9425,18,9,1003,14/12/2020
10886,75,11,1284,18/10/2020
39426,149,12,1063,05/08/2020
10794,585,6,580,26/05/2019
30391,248,11,948,28/04/2020
7039,159,11,900,26/07/2020
21867,101,12,1109,22/09/2020
24346,391,9,648,06/12/2019
7578,61,13,1448,01/11/2020
23649,137,10,1177,17/08/2020
34495,85,13,1597,08/10/2020
4999,128,14,1331,26/08/2020
37928,221,8,853,25/05/2020
1775,41,12,1406,21/11/2020
6656,102,14,1432,21/09/2020
16161,209,4,320,06/06/2020
10334,184,9,867,01/07/2020
30351,48,7,765,14/11/2020
8589,126,7,882,28/08/2020
28400,247,9,989,29/04/2020
19608,171,9,747,14/07/2020
12895,68,9,798,25/10/2020
27499,169,7,606,16/07/2020
25433,411,6,850,16/11/2019
23155,241,10,964,05/05/2020
29778,52,6,597,10/11/2020
23673,199,14,1197,16/06/2020
28649,174,10,1217,11/07/2020
22034,444,8,561,14/10/2019
11675,52,6,988,10/11/2020
12338,119,10,1144,04/09/2020
25147,245,7,515,01/05/2020
24883,19,6,764,13/12/2020
29790,472,3,358,16/09/2019
14035,59,15,1511,03/11/2020
2790,287,6,480,20/03/2020
4632,325,7,662,10/02/2020
30133,291,6,562,16/03/2020
20520,270,10,1201,06/04/2020
28407,107,7,762,16/09/2020
28908,136,5,401,18/08/2020
32264,166,8,673,19/07/2020
989,16,5,301,16/12/2020
39021,66,10,758,27/10/2020
13223,64,12,1328,29/10/2020
6699,139,8,931,15/08/2020
11064,69,7,664,24/10/2020
26652,129,11,982,25/08/2020
34086,102,10,1062,21/09/2020
37287,93,11,1151,30/09/2020
36176,114,13,974,09/09/2020
21132,62,11,1444,31/10/2020
32898,427,12,795,31/10/2019
686,191,13,957,24/06/2020
16223,23,18,1659,09/12/2020
34416,22,11,1022,10/12/2020
38801,467,10,1114,21/09/2019
855,124,11,1288,30/08/2020
10113,79,8,1054,14/10/2020
4010,103,14,1065,20/09/2020
9175,187,7,781,28/06/2020
32368,90,4,314,03/10/2020
12409,273,4,295,03/04/2020
22393,79,6,388,14/10/2020
15391,207,7,679,08/06/2020
31202,16,12,1184,16/12/2020
28544,147,12,798,07/08/2020
19005,58,9,1047,04/11/2020
18513,135,8,529,19/08/2020
3403,560,3,328,20/06/2019
21774,71,11,1213,22/10/2020
12050,205,7,343,10/06/2020
20887,170,11,956,15/07/2020
27508,435,11,1160,23/10/2019
20023,549,7,680,01/07/2019
25009,129,10,639,25/08/2020
32948,87,12,1116,06/10/2020
796,229,11,742,17/05/2020
6776,558,6,534,22/06/2019
33,141,11,1077,13/08/2020
27262,152,14,1150,02/08/2020
19687,13,9,955,19/12/2020
39887,383,8,776,14/12/2019
6842,51,11,600,11/11/2020
10191,197,7,831,18/06/2020
14934,315,8,774,20/02/2020
19072,166,6,617,19/07/2020
3958,75,12,962,18/10/2020
17371,124,9,818,30/08/2020
10916,30,13,1250,02/12/2020
35766,213,10,1050,02/06/2020
14039,49,14,1056,13/11/2020
34929,338,17,1367,28/01/2020
6378,373,6,592,24/12/2019
26459,78,16,1886,15/10/2020
6346,76,8,841,17/10/2020
5202,84,8,634,09/10/2020
24107,88,13,919,05/10/2020
36807,152,12,1018,02/08/2020
9477,109,9,931,14/09/2020
8553,32,10,858,30/11/2020
31337,263,9,704,13/04/2020
33006,160,7,541,25/07/2020
1969,153,11,1140,01/08/2020
23603,317,11,947,18/02/2020
26575,95,13,985,28/09/2020
4939,49,11,1118,13/11/2020
35829,78,13,1463,15/10/2020
19820,543,5,673,07/07/2019
9567,211,4,515,04/06/2020
26082,168,6,628,17/07/2020
16068,281,14,1605,26/03/2020
28676,267,11,1123,09/04/2020
78,142,6,762,12/08/2020
31100,159,12,709,26/07/2020
16063,322,9,587,13/02/2020
35916,260,7,503,16/04/2020
39097,91,15,1321,02/10/2020
10534,153,5,415,01/08/2020
12657,234,7,516,12/05/2020
747,62,12,1157,31/10/2020
18325,71,16,1268,22/10/2020
144,500,5,354,19/08/2019
34538,140,11,886,14/08/2020
6206,151,9,688,03/08/2020
12991,78,8,506,15/10/2020
12567,78,13,1103,15/10/2020
32370,151,12,989,03/08/2020
29655,63,12,1285,30/10/2020
39206,399,8,1080,28/11/2019
36162,181,15,1354,04/07/2020
24167,96,8,701,27/09/2020
7507,108,9,835,15/09/2020
21484,78,11,1115,15/10/2020
4850,27,12,1689,05/12/2020
16519,101,10,664,22/09/2020
8233,197,8,570,18/06/2020
6443,104,10,1074,19/09/2020
17226,218,11,1112,28/05/2020
14694,252,10,833,24/04/2020
169,80,8,934,13/10/2020
28085,104,14,1179,19/09/2020
34051,88,11,1328,05/10/2020
11659,212,12,992,03/06/2020
8486,244,10,836,02/05/2020
39026,169,6,627,16/07/2020
39945,466,9,534,22/09/2019
11383,71,11,1330,22/10/2020
33952,172,10,846,13/07/2020
4117,56,5,521,06/11/2020
34685,72,8,753,21/10/2020
38683,80,9,940,13/10/2020
21249,356,4,416,10/01/2020
15733,29,8,749,03/12/2020
21940,597,6,493,14/05/2019
16157,295,5,331,12/03/2020
7049,199,10,919,16/06/2020
32032,409,12,925,18/11/2019
5108,163,13,742,22/07/2020
5070,92,11,1068,01/10/2020
8161,148,9,859,06/08/2020
14175,68,13,1325,25/10/2020
2788,111,6,424,12/09/2020
35298,116,6,802,07/09/2020
1281,96,12,1337,27/09/2020
11731,420,8,704,07/11/2019
8929,106,7,598,17/09/2020
20301,12,17,1466,20/12/2020
15355,380,7,615,17/12/2019
34177,387,8,506,10/12/2019
12463,4,10,590,28/12/2020
26808,110,6,527,13/09/2020
4099,9,9,899,23/12/2020
27414,397,4,227,30/11/2019
4410,53,13,954,09/11/2020
34307,46,9,881,16/11/2020
14849,250,6,836,26/04/2020
28873,125,12,1137,29/08/2020
24007,141,10,1142,13/08/2020
5162,119,7,434,04/09/2020
24080,204,14,1191,11/06/2020
32085,28,12,924,04/12/2020
14007,238,11,1503,08/05/2020
4310,21,5,495,11/12/2020
20810,8,12,1018,24/12/2020
26991,90,9,948,03/10/2020
8769,353,10,532,13/01/2020
140,200,10,842,15/06/2020
23743,515,5,516,04/08/2019
36614,149,12,853,05/08/2020
8568,150,7,843,04/08/2020
28388,270,8,856,06/04/2020
17912,192,7,639,23/06/2020
27915,195,11,1406,20/06/2020
6653,213,6,409,02/06/2020
38948,133,17,1458,21/08/2020
5332,84,7,716,09/10/2020
6446,24,10,986,08/12/2020
13625,84,11,920,09/10/2020
26461,197,12,1290,18/06/2020
5210,155,8,652,30/07/2020
10127,85,9,809,08/10/2020
34030,265,9,969,11/04/2020
20265,150,10,1088,04/08/2020
39118,119,14,1050,04/09/2020
18271,131,13,1307,23/08/2020
38735,201,7,853,14/06/2020
35742,490,6,446,29/08/2019
11134,428,5,556,30/10/2019
14665,289,10,861,18/03/2020
33304,378,7,700,19/12/2019
31622,76,9,690,17/10/2020
30278,43,12,1145,19/11/2020
26138,190,9,1179,25/06/2020
9972,182,8,626,03/07/2020
33018,152,13,1266,02/08/2020
4130,388,6,416,09/12/2019
21724,180,13,1034,05/07/2020
21495,32,12,1061,30/11/2020
8493,275,5,568,01/04/2020
4134,173,5,629,12/07/2020
20757,465,11,860,23/09/2019
20252,171,7,575,14/07/2020
32916,123,5,366,31/08/2020
32854,125,12,1053,29/08/2020
4829,155,12,840,30/07/2020
24458,236,14,1526,10/05/2020
18019,88,5,566,05/10/2020
26397,141,15,1471,13/08/2020
14599,297,13,1004,10/03/2020
32524,183,14,1106,02/07/2020
18632,157,15,1125,28/07/2020
17779,159,10,762,26/07/2020
27763,228,5,376,18/05/2020
30109,30,9,772,02/12/2020
32290,540,7,790,10/07/2019
1423,97,8,593,26/09/2020
27277,128,10,908,26/08/2020
4286,35,7,534,27/11/2020
36270,109,8,757,14/09/2020
9121,224,15,1813,22/05/2020
24721,103,5,353,20/09/2020
14568,219,9,810,27/05/2020
26925,117,8,746,06/09/2020
19998,42,10,1106,20/11/2020
39642,3,10,777,29/12/2020
33872,174,13,1116,11/07/2020
36354,35,13,1069,27/11/2020
1695,75,16,1589,18/10/2020
675,35,12,1005,27/11/2020
20683,331,4,357,04/02/2020
18825,121,10,968,02/09/2020
42,202,7,825,13/06/2020
10401,117,9,796,06/09/2020
5805,117,6,779,06/09/2020
18786,5,8,969,27/12/2020
17804,438,10,601,20/10/2019
4973,147,13,1170,07/08/2020
11899,95,13,944,28/09/2020
11773,138,10,894,16/08/2020
27436,83,7,712,10/10/2020
1721,352,8,825,14/01/2020
21715,91,8,758,02/10/2020
13089,118,13,1001,05/09/2020
27656,432,10,789,26/10/2019
12311,390,11,1218,07/12/2019
878,419,11,1203,08/11/2019
11361,95,12,978,28/09/2020
9021,25,9,1149,07/12/2020
33582,96,9,536,27/09/2020
39859,297,9,893,10/03/2020
24180,311,13,1049,24/02/2020
7148,211,10,1264,04/06/2020
17129,67,12,1344,26/10/2020
23089,16,14,1544,16/12/2020
2500,7,12,1040,25/12/2020
36564,163,6,492,22/07/2020
33058,123,17,1426,31/08/2020
37396,468,10,785,20/09/2019
9009,192,7,508,23/06/2020
2793,45,13,1362,17/11/2020
37802,207,8,502,08/06/2020
9918,120,11,1076,03/09/2020
26888,212,10,1277,03/06/2020
20361,33,13,1321,29/11/2020
13424,73,13,1298,20/10/2020
29439,243,9,639,03/05/2020
3233,74,9,1288,19/10/2020
13970,125,14,1180,29/08/2020
15729,89,7,551,04/10/2020
10531,11,14,1177,21/12/2020
28788,348,7,839,18/01/2020
34358,215,7,731,31/05/2020
2250,174,7,713,11/07/2020
34632,472,10,837,16/09/2019
14063,366,16,2047,31/12/2019
23041,450,8,508,08/10/2019
32062,158,13,1143,27/07/2020
10188,81,8,825,12/10/2020
32989,127,10,930,27/08/2020
36206,38,7,385,24/11/2020
33562,222,5,489,24/05/2020
39226,581,3,246,30/05/2019
12239,246,14,1377,30/04/2020
35517,100,9,667,23/09/2020
18563,38,10,1090,24/11/2020
29127,239,9,1056,07/05/2020
12923,67,9,768,26/10/2020
2252,219,5,575,27/05/2020
4742,217,4,422,29/05/2020
14926,53,17,1597,09/11/2020
25475,146,9,1039,08/08/2020
6546,148,11,1430,06/08/2020
5263,224,7,569,22/05/2020
21436,227,8,838,19/05/2020
402,160,11,1103,25/07/2020
15113,485,11,1172,03/09/2019
35607,109,10,940,14/09/2020
5950,322,4,357,13/02/2020
38207,115,14,1391,08/09/2020
1740,373,9,1099,24/12/2019
20027,160,7,1096,25/07/2020
1533,122,12,917,01/09/2020
29452,514,4,277,05/08/2019
30284,198,12,957,17/06/2020
3145,219,17,1246,27/05/2020
7881,130,13,1150,24/08/2020
12309,255,12,1164,21/04/2020
8584,179,9,1042,06/07/2020
16504,40,7,794,22/11/2020
22047,49,9,744,13/11/2020
35218,98,8,601,25/09/2020
9463,246,9,691,30/04/2020
17178,49,6,490,13/11/2020
24849,55,6,477,07/11/2020
4305,132,12,1378,22/08/2020
1448,384,10,1077,13/12/2019
8269,82,14,1341,11/10/2020
29846,268,7,829,08/04/2020
10291,193,7,532,22/06/2020
18995,105,12,1512,18/09/2020
25955,133,11,688,21/08/2020
36024,72,10,994,21/10/2020
7395,58,8,701,04/11/2020
11354,22,11,978,10/12/2020
2864,445,8,659,13/10/2019
26784,270,7,767,06/04/2020
35981,85,9,645,08/10/2020
27050,379,8,752,18/12/2019
3297,39,13,1256,23/11/2020
7788,200,6,794,15/06/2020
16135,152,9,975,02/08/2020
22398,26,6,921,06/12/2020
31795,235,9,973,11/05/2020
36878,455,6,716,03/10/2019
8298,201,6,148,14/06/2020
16564,490,10,973,29/08/2019
30611,121,5,377,02/09/2020
34736,114,9,895,09/09/2020
13756,134,5,381,20/08/2020
9347,215,8,835,31/05/2020
18891,197,12,1458,18/06/2020
9448,162,9,1000,23/07/2020
5693,161,4,357,24/07/2020
6163,149,9,820,05/08/2020
10412,57,14,1283,05/11/2020
27666,74,9,1117,19/10/2020
544,51,10,649,11/11/2020
10612,379,10,942,18/12/2019
36810,105,10,800,18/09/2020
37270,165,9,664,20/07/2020
19069,252,8,708,24/04/2020
6611,452,9,866,06/10/2019
5444,209,8,488,06/06/2020
19408,88,11,1028,05/10/2020
34117,144,12,1320,10/08/2020
35561,330,10,871,05/02/2020
97,84,10,1146,09/10/2020
31113,169,10,830,16/07/2020
38228,262,9,695,14/04/2020
7646,163,9,679,22/07/2020
19890,229,9,750,17/05/2020
33354,82,10,920,11/10/2020
33303,181,11,978,04/07/2020
18602,136,10,1078,18/08/2020
335,143,10,940,11/08/2020
30442,240,8,1172,06/05/2020
22818,197,7,358,18/06/2020
33356,34,10,687,28/11/2020
30389,111,9,930,12/09/2020
34421,195,10,778,20/06/2020
2419,426,16,1118,01/11/2019
9069,2,10,960,30/12/2020
39399,42,9,1031,20/11/2020
26538,234,10,1028,12/05/2020
17331,98,5,542,25/09/2020
28304,27,9,852,05/12/2020
11682,80,13,918,13/10/2020
30732,175,15,1796,10/07/2020
14552,136,9,965,18/08/2020
13544,534,3,209,16/07/2019
24638,35,8,915,27/11/2020
23755,154,7,839,31/07/2020
6300,58,8,635,04/11/2020
20004,415,11,1187,12/11/2019
27139,385,6,557,12/12/2019
11456,494,5,780,25/08/2019
8698,39,9,871,23/11/2020
